branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
,102,-0.373,1419,1,Mr. DWYER of New Jersey.,1992,jame born rais ba yonn nj live carteret past extens remark year,"James, who was born and raised in Ba yonne, NJ, has lived in Carteret for the past  EXTENSIONS OF REMARKS  31  years","James, who was born and raised in Ba yonne, NJ, has lived in Carteret for the past  EXTENSIONS OF REMARKS  31  years"
House,108,0.251,36,2004-06-01,Mr. ENGLISH.,2004,substanti amount money,This is a substantial amount  of money,This is a substantial amount  of money
Senate,93,-0.42,1289,3,Mr. HARTKE.,1974,ten percent subsequ,With ten  percent more each subsequent year,With ten  percent more each subsequent year
House,111,-0.256,16,2009-02-09,Mr. SPRATT.,2009,everi recess pattern,Every recession has  its own pattern to it,Every recession has  its own pattern to it
House,113,0.26,54,2014-12-10,Mr. KING of New York.,2014,us realiz import tria never go get want,"For those of us who realize how  important TRIA is, we are never going  to get all we want","For those of us who realize how  important TRIA is, we are never going  to get all we want"
,112,-0.45799999999999996,215,2011-11-15,Ms. JACKSON LEE of Texas.,2011,chair rise today support hr,"Chair, I  rise today to support H.R","Chair, I  rise today to support H.R"
House,95,-0.27399999999999997,419,18,Mr. LONG of Maryland.,1978,done teeth shrill critic tne arab rejectionist state syrian sell palestianian,This was done  in the teeth of shrill criticism from tne  Arab rejectionist states that the Syrians  were selling out  to  the Palestianians,This was done  in the teeth of shrill criticism from tne  Arab rejectionist states that the Syrians  were selling out  to  the Palestianians
,105,0.35700000000000004,261,1,Mr. NETHERCUTT.,1997,medicar diabet educ sup pli amend employ knowledg learn privat sector provid diabet self manag train ing medicar, The Medicare Diabetes Education and Sup plies Amendments of 1997 will employ some  of the knowledge learned in the private sector  by providing diabetes self-management train ing under Medicare, The Medicare Diabetes Education and Sup plies Amendments of 1997 will employ some  of the knowledge learned in the private sector  by providing diabetes self-management train ing under Medicare
Senate,101,0.2,1133,3,Mrs. KASSEBAUM.,1989,doubt mind pentagon scandal result grow ero sion public support defens spend,There  is no  doubt in my mind that the Pentagon  scandal has resulted in a growing ero sion of  public  support  for  defense  spending,There  is no  doubt in my mind that the Pentagon  scandal has resulted in a growing ero sion of  public  support  for  defense  spending
House,104,0.516,758,7,Mr. HOEKSTRA.,1996,bureau crat everi level, There are bureau crats at every  level, There are bureau crats at every  level
Senate,112,-0.235,185,2012-02-01,Mr. BEGICH.,2012,support senat mccain effort,I support Senator MCCAIN in his efforts,I support Senator MCCAIN in his efforts
House,100,-0.07,787,1,Mr. JACOBS.,1988,second presid describ contra freedom fighter," Second, the President describes the  Contras as the freedom fighters"," Second, the President describes the  Contras as the freedom fighters"
House,106,-0.278,10,1999-07-22,Mr. DAVIS of Florida.,1999,view retir signific portion feder debt fiscal respons cours action lead tangibl benefit american,"In my view, retiring a significant portion of the  federal debt  is  the most  fiscally responsible course of action and will lead to tangible benefits for all Americans","In my view, retiring a significant portion of the  federal debt  is  the most  fiscally responsible course of action and will lead to tangible benefits for all Americans"
House,100,0.382,1371,5,Mr. BLILEY.,1988,oppos rule repres one attempt sidestep issu dial porn clever procedur gimmick, I oppose  this rule because  it  represents  just one more attempt to  sidestep  the  issue  of  dial-a-porn  through clever procedural gimmicks, I oppose  this rule because  it  represents  just one more attempt to  sidestep  the  issue  of  dial-a-porn  through clever procedural gimmicks
House,110,0.655,2,2007-06-27,Mr. PENCE.,2007,thank fcc overturn rule,"Thankfully, the FCC overturned its own ruling in 1985","Thankfully, the FCC overturned its own ruling in 1985"
,110,0.688,241,2007-03-29,Mr. GARRETT of New Jersey.,2007,mari spent much last decad dedic save live unwant canin help love famili find perfect pet,Mary has spent much  of  the  last decade dedicated  to saving  the  lives of unwanted canines and helping loving  families find their perfect pets,Mary has spent much  of  the  last decade dedicated  to saving  the  lives of unwanted canines and helping loving  families find their perfect pets
House,114,0.56,93,2016-09-28,Mr. MESSER.,2016,letter act secretari personnel readi depart defens transmit letter approv retir vice admir robin r,"A letter from the Acting Under Secretary, Personnel and Readiness, Department of Defense, transmitting a letter on the  approved retirement of Vice Admiral Robin  R","A letter from the Acting Under Secretary, Personnel and Readiness, Department of Defense, transmitting a letter on the  approved retirement of Vice Admiral Robin  R"
,95,0.7390000000000001,471,18,Mr. CRANE.,1978,student enter certain trade go back learn imperi get job,Some students  entering certain trades had to go back and  learn imperial to get jobs,Some students  entering certain trades had to go back and  learn imperial to get jobs
,94,-0.069,1221,28,Mr. TAYLOR of North Carolina.,1975,sinc visit park tripl new area containlng million acr ad," Since 1960, visits to the parks have tripled,  and  99  new  areas--containLng  7 million  acres-have been added"," Since 1960, visits to the parks have tripled,  and  99  new  areas--containLng  7 million  acres-have been added"
,111,-0.28300000000000003,44,2009-04-30,Mr. MICHAUD.,2009,aig keen tax haven like panama,AIG is very keen on tax havens  like Panama,AIG is very keen on tax havens  like Panama
,93,0.276,765,22,Mr. HOSMER.,1974,line strike word pri amend,"10  line 3, strike the word ""pri AMENDMENT NO","10  line 3, strike the word ""pri AMENDMENT NO"
,113,-0.439,106,2014-02-21,Ms. CASTOR of Florida.,2014,serv clinic nutrit specialist year tampa gener,"She served as a Clinical Nutrition Specialist  for over 34 years at Tampa General  VerDate Mar 15 2010  01:30 Feb 22, 2014 Jkt 039060 PO 00000 Frm 00004 Fmt 0626 Sfmt 9920 E:\CR\FM\A21FE8.004 E21FEPT1 S K R A M E R h t i w D O R P 1 N V T P T 6 K S D n o z e n i t r a m s         ",She served as a Clinical Nutrition Specialist  for over 34 years at Tampa General  
,94,0.23399999999999999,1473,11,Mr. HASTINGS.,1975,john heinz iii state crisi exist leg islat rectifi problem con sider,"JoHN HEINz,  III  In each State where a  crisis exists,  leg islation to rectify the problem is being con sidered","JoHN HEINz,  III  In each State where a  crisis exists,  leg islation to rectify the problem is being con sidered"
House,95,-0.298,769,5,Mr. FISHER.,1977,case absenc accept limit de cline honorariumc like,"In my own case, in the  absence of acceptable limits, I have de clined all honorariumc:; and the like","In my own case, in the  absence of acceptable limits, I have de clined all honorariumc:; and the like"
,97,-0.265,334,22,Mr. MURTHA.,1982,right wing still hate tip oneil stand, The right wing still hates Tip O'Neill and  all he stands  for, The right wing still hates Tip O'Neill and  all he stands  for
,103,-0.444,1052,13,Mr. STUDDS.,1993,much work inspir august rotari aid project lo alto ca distribut inform materi million rotarian rotari club throughout world,"Much of this work was  inspired by the  August 4, 1993  Rotary AIDS project of Los Altos, CA, which  has distributed  informational materials to 1.1  million Rotarians in over 25,000 Rotary clubs  throughout the world","Much of this work was  inspired by the  August 4, 1993  Rotary AIDS project of Los Altos, CA, which  has distributed  informational materials to 1.1  million Rotarians in over 25,000 Rotary clubs  throughout the world"
,111,-0.34299999999999997,153,2009-06-02,Ms. SCHWARTZ.,2009,widen jr son streetcar magnat,"Widener  Jr, son of  the streetcar magnate","Widener  Jr, son of  the streetcar magnate"
Senate,109,0.5720000000000001,72,2005-07-25,Mr. ALLARD.,2005,winner winner winner,"We have  winners, winners, and winners","We have  winners, winners, and winners"
Senate,109,0.446,192,2005-03-10,Mr. THOMAS.,2005,result chang increas number sever violat nerc voluntari rule,The results of  these changes have been an increase in  the number and severity of violations  of NERC’s voluntary rules,The results of  these changes have been an increase in  the number and severity of violations  of NERC’s voluntary rules
House,96,-0.166,925,6,Mr. SHARP.,1980,forsyth minut today,"FORSYTHE, for 20 minutes, today","FORSYTHE, for 20 minutes, today"
,114,-0.237,85,2015-04-28,Mr. RUIZ.,2015,behalf benefit harc medic commun resid california th congression district would like offer sincerest thank congratul eileen except commit," On behalf of all  those who have benefited  from HARC, the medical community and the  residents of California ’s 36th Congressional  District,  I would  like  to offer my sincerest  thanks and congratulate Eileen for her exceptional commitment"," On behalf of all  those who have benefited  from HARC, the medical community and the  residents of California ’s 36th Congressional  District,  I would  like  to offer my sincerest  thanks and congratulate Eileen for her exceptional commitment"
House,105,0.635,511,1,Mr. ARMEY.,1998,octob washington scholarship fund announc avail abil new scholarship children disadvantag stuck fail school," On October 13, 1997,  the Washington  Scholarship Fund announced the avail ability of 1,000  new  scholarships  for  children  that  are  disadvantaged  by  being stuck in failing schools"," On October 13, 1997,  the Washington  Scholarship Fund announced the avail ability of 1,000  new  scholarships  for  children  that  are  disadvantaged  by  being stuck in failing schools"
House,96,-0.192,1211,6,Mr. RUSSO.,1980,hous rule ap point confere protect debat amend," U'nder the House  rules,  I was ap pointed a conferee to protect and debate  my amendment or."," U'nder the House  rules,  I was ap pointed a conferee to protect and debate  my amendment or."
Senate,107,-0.266,11,2002-02-04,Mrs. FEINSTEIN.,2002,system signific loss,Those systems have had very significant losses,Those systems have had very significant losses
,100,0.203,142,13,Mr. GALLO.,1987,your go slash nation defens spend say,"If you're going to slash  the Nation's defense spending, then say so","If you're going to slash  the Nation's defense spending, then say so"
House,98,-0.321,129,7,Mr. RICHARDSON.,1983,bedel ask given permiss address hous minut revis extend remark,BEDELL asked and was given  permission to address the House for 1  minute and to revise and extend his  remarks.)  ,BEDELL asked and was given  permission to address the House for 1  minute and to revise and extend his  remarks.)  
Senate,95,0.084,587,3,Mr. CHAFEE.,1978,bill give greater di cretion state determin fund spent,My bill gives greater dis cretion to States in determining where  funds should be spent,My bill gives greater dis cretion to States in determining where  funds should be spent
House,96,-0.225,198,18,Mrs. SCHROEDER.,1979,problem unit nation govern countri put pressur communist govern hanoi gentlewoman new york state earlier stop ungodli condit result prolifer refuge,"The  problem is  through the United Nations  and through the governments of all of  the countries to put the pressure on the  Communist Government in Hanoi, as the  gentlewoman  from New York  stated  earlier,  to stop  the ungodly condition  that is resulting in the proliferation of  these refugees","The  problem is  through the United Nations  and through the governments of all of  the countries to put the pressure on the  Communist Government in Hanoi, as the  gentlewoman  from New York  stated  earlier,  to stop  the ungodly condition  that is resulting in the proliferation of  these refugees"
,106,0.6,241,1999-06-17,Mr. DUNCAN.,1999,think everyon agre reimburs train cost trade readjust act tra critic import individu neg impact north american free trade act nafta,I  think  that everyone will agree  that reimbursement of training costs under the Trade Readjustment Act (TRA)  is of critical  importance to those individuals who have been negatively impacted by the North American Free Trade Act  (NAFTA),I  think  that everyone will agree  that reimbursement of training costs under the Trade Readjustment Act (TRA)  is of critical  importance to those individuals who have been negatively impacted by the North American Free Trade Act  (NAFTA)
,111,-0.29600000000000004,212,2010-07-01,Mr. RUPPERSBERGER.,2010,dicasagrand, DiCasagrande, DiCasagrande
House,103,0.23199999999999998,452,2,Mr. WELDON.,1993,one concern howev rule fact committe rule would not allow offer amend deal cost associ legisl impos state local govern ment," My one concern, however, with this  rule is the fact that the Committee on  Rules would not allow me to offer an  amendment that deals with any costs  associated with  this  legislation  that  are imposed on State and local govern ment"," My one concern, however, with this  rule is the fact that the Committee on  Rules would not allow me to offer an  amendment that deals with any costs  associated with  this  legislation  that  are imposed on State and local govern ment"
Senate,96,-0.033,483,3,Mr. MATHIAS.,1979,fact senat alaska point serv senat year mar rie year mean,"The fact, as the Senator from  Alaska has pointed out, that he served  in the Senate 48 years and has been mar ried 49 years means that Mrs","The fact, as the Senator from  Alaska has pointed out, that he served  in the Senate 48 years and has been mar ried 49 years means that Mrs"
,109,-0.225,97,2006-01-31,Mr. CUELLAR.,2006,togeth three children paulin p,"Together, they  had  three children, Pauline P","Together, they  had  three children, Pauline P"
Senate,115,0.486,85,2018-02-07,Mr. YOUNG.,2018,gu olympidi ceo said feel oblig pass signific portion tax save staff cours heard number employ leadership,"Gus Olympidis is its CEO, and he  said: ‘‘We feel obligated to pass on a  significant portion of the tax savings  to our staff.’’ Of course, we have heard  this from a number of employers and  their leadership","Gus Olympidis is its CEO, and he  said: ‘‘We feel obligated to pass on a  significant portion of the tax savings  to our staff.’’ Of course, we have heard  this from a number of employers and  their leadership"
House,102,-0.18600000000000003,1406,3,Mr. MAZZOLI.,1991,men women desert storm would greet back home differ men vietnam era women vietnam era,Our men and women  of Desert Storm would be greeted back  home differently from the men of the  Vietnam era and  the women of  the  Vietnam era,Our men and women  of Desert Storm would be greeted back  home differently from the men of the  Vietnam era and  the women of  the  Vietnam era
House,104,0.52,1057,7,Mr. COBLE.,1996,bill could label," This bill could be labeled, Mr"," This bill could be labeled, Mr"
House,99,0.41600000000000004,75,14,Mr. SHUSTER.,1986,author legisla tion expir septemb,"The authorizing legisla tion expires on September 30, 1986","The authorizing legisla tion expires on September 30, 1986"
House,113,0.4,44,2013-07-24,Mr. ROGERS of Michigan.,2013,hard,This is  hard,This is  hard
House,114,0.40700000000000003,10,2015-01-27,Mr. PAULSEN.,2015,problem today not thing past,The problem we  have today is not a thing of the past,The problem we  have today is not a thing of the past
,99,0.528,571,7,Mr. BARTON of Texas.,1985,walton said hope reduc percent campaign fur ther reduct year ahead,"This  year, Walton said he hopes to reduce that to  4 percent through his campaign, with fur ther reductions in the years ahead","This  year, Walton said he hopes to reduce that to  4 percent through his campaign, with fur ther reductions in the years ahead"
House,102,-0.48700000000000004,1342,18,Mr. TORRES.,1991,pick paper read gang relat crime state,You  can pick up any paper and read a.bout  gang-related crimes in your own state,You  can pick up any paper and read a.bout  gang-related crimes in your own state
,94,0.213,925,6,Mr. PRESSLER.,1975,rais seriou question miner situat unit state,It raises some serious questions  about the mineral situation in the United  States,It raises some serious questions  about the mineral situation in the United  States
Senate,113,0.495,27,2014-06-04,Mr. VITTER.,2014,case time lost livesth life richard moiti live veteran arizona live veteran around countri inattent delay lack respons va system meant lost live,"In this case, time  can be lost lives—the life of Richard  Moity, the lives of veterans in Arizona,  the lives of veterans around the country for whom inattention, delay, and  lack of responsiveness in the VA system meant lost lives","In this case, time  can be lost lives—the life of Richard  Moity, the lives of veterans in Arizona,  the lives of veterans around the country for whom inattention, delay, and  lack of responsiveness in the VA system meant lost lives"
Senate,99,-0.212,730,3,Mr. BAUCUS.,1985,met businessmen farmer, I have met with  their  businessmen and their farmers, I have met with  their  businessmen and their farmers
,98,-0.506,1005,6,Mr. BROWN of California.,1984,robert kastenmei,"Robert Kastenmeier, Mr","Robert Kastenmeier, Mr"
,94,0.021,711,23,Mr. MOTTL.,1975,open cleveland cathol dioces st, When  it was opened by  the Cleveland  Catholic Diocese and St, When  it was opened by  the Cleveland  Catholic Diocese and St
,102,-0.45,875,13,Mrs. BOXER.,1991,time overcom sever medic prob lem,"At the same time, she had  to overcome her own severe medical prob lems","At the same time, she had  to overcome her own severe medical prob lems"
,112,-0.27399999999999997,25,2012-09-28,Mr. WALZ.,2012,recipi award truli exemplifi state minnesota belief everi child promis must receiv high qualiti educ,Recipients of this award truly exemplify  the State of Minnesota’s belief  that  every child has promise and must receive a  high quality education,Recipients of this award truly exemplify  the State of Minnesota’s belief  that  every child has promise and must receive a  high quality education
Senate,103,0.322,738,2,Mr. SIMPSON.,1993,find purpos,Findings and purposes,Findings and purposes
House,102,-0.242,35,18,Mr. ECKART.,1992,dig deep subscrib pocket polit tactic reflect polit tactic monopoli,"They  are digging deep  into  their  subscribers' pockets, and  their  political  tactics  reflect  the political  tactics of monopolies","They  are digging deep  into  their  subscribers' pockets, and  their  political  tactics  reflect  the political  tactics of monopolies"
,107,-0.491,253,2001-05-03,Ms. PELOSI.,2001,former gov,Former Gov,Former Gov
House,101,-0.313,1012,7,Mr. SMITH of Iowa.,1989,hous either move strike provis appropri money war drug er amend reduc amount bill fund,If that is your will and if that is  the will of the House either move to  strike  the  provisions  appropriating  more money for the war on drugs or  off er an amendment  to  reduce  the  amounts in the bill for such funding,If that is your will and if that is  the will of the House either move to  strike  the  provisions  appropriating  more money for the war on drugs or  off er an amendment  to  reduce  the  amounts in the bill for such funding
Senate,93,-0.091,77,7,Mr. TALMADGE.,1974,arch conserv would not want tax dollar go candidaci arch liber,"If I were an  arch conservative, I would not want my  tax dollars going to the candidacy of an  arch liberal","If I were an  arch conservative, I would not want my  tax dollars going to the candidacy of an  arch liberal"
,105,-0.36700000000000005,147,1,Ms. SANCHEZ.,1998,husband pass away thelma came activ volunt santa ana senior center continu dedi cate servic year,"After her  husband passed away  in 1967, Thelma be came active as a volunteer for the Santa Ana  Senior Center and has continued her dedi cated service for over 12 years","After her  husband passed away  in 1967, Thelma be came active as a volunteer for the Santa Ana  Senior Center and has continued her dedi cated service for over 12 years"
House,96,-0.373,781,2,Mr. NOLAN.,1980,american agricultur made tre mendou stride improv food pro duction yield last year not without cost," American agriculture has made tre mendous strides in improving food pro duction yields over the last 20 years, but  not without cost"," American agriculture has made tre mendous strides in improving food pro duction yields over the last 20 years, but  not without cost"
House,103,0.519,851,20,Mr. DOOLITTLE.,1993,good news presid clinton final start pay attent justic depart weaken feder child pornog raphi law,"Speaker,  the  good news  is  that President Clinton  has finally started paying attention to  what his Justice Department is doing  to weaken  the Federal child pornog raphy law","Speaker,  the  good news  is  that President Clinton  has finally started paying attention to  what his Justice Department is doing  to weaken  the Federal child pornog raphy law"
House,94,-0.161,348,9,Mr. WHITTEN.,1976,chair recogn gentleman mississippi hour,The Chair recognizes  the gentleman  from Mississippi  for 1  hour,The Chair recognizes  the gentleman  from Mississippi  for 1  hour
,96,0.465,985,19,Mr. MOORHEAD of California.,1980,ward endeavor commit life voluntarili servic other,"Ward's endeavors, that she has  committed her life voluntarily to the  service of others","Ward's endeavors, that she has  committed her life voluntarily to the  service of others"
House,104,-0.361,855,17,Mr. MANTON.,1996,pleas legisl incorpor fda propos includ vice presid reinvent gov ernment initi one duce unnecessari requir pa perwork associ feed mill li cens anoth author fda establish import toler anim drug not approv use unit state," We are pleased that this legislation  incorporates FDA proposals included in  the Vice President's reinventing Gov ernment initiatives, one that will re duce unnecessary requirements and pa perwork associated with feed mill li censing and another that will authorize  FDA to establish import tolerances for  animal drugs not approved for use in  the United States"," We are pleased that this legislation  incorporates FDA proposals included in  the Vice President's reinventing Gov ernment initiatives, one that will re duce unnecessary requirements and pa perwork associated with feed mill li censing and another that will authorize  FDA to establish import tolerances for  animal drugs not approved for use in  the United States"
,109,0.5589999999999999,246,2006-07-25,Mr. HAYWORTH.,2006,arizonan benefit program provid meaning assist lift spirit individu famili throughout commun, Arizonans benefit  from programs  that provide meaningful assistance and lift the spirit of  individuals and  families  throughout our communities, Arizonans benefit  from programs  that provide meaningful assistance and lift the spirit of  individuals and  families  throughout our communities
House,104,0.5589999999999999,123,1,Mr. HAYWORTH.,1996,three join major vote balanc budget amend ment,Did  all three of you join with the majority  to vote for the balanced budget amend ment?  ,Did  all three of you join with the majority  to vote for the balanced budget amend ment?  
,111,-0.402,67,2010-07-19,Mr. PALLONE.,2010,gussi louis," ‘‘Gussie Louise,’’ as Mrs"," ‘‘Gussie Louise,’’ as Mrs"
Senate,107,0.091,123,2002-07-17,Ms. SNOWE.,2002,next prescript,The next prescription is $49.88,The next prescription is $49.88
House,95,-0.308,616,26,Mrs. SPELLMAN.,1977,cer tainli point want congratu late well sincer effort,"And, cer tainly, at this point I want to congratu late the chairman as well, on his sincere  efforts","And, cer tainly, at this point I want to congratu late the chairman as well, on his sincere  efforts"
Senate,112,-0.35100000000000003,48,2012-02-17,Mr. SCHUMER.,2012,presid rise support jess furman nomine district court southern district,"President, I rise  in support of Jesse Furman, who is a  nominee for the District Court in the  Southern District","President, I rise  in support of Jesse Furman, who is a  nominee for the District Court in the  Southern District"
,94,-0.18600000000000003,1039,28,Mr. MAZZOLI.,1975,third last wish countri," My third, and last wish has to do with our  country again"," My third, and last wish has to do with our  country again"
House,114,-0.402,18,2015-05-14,Mr. DOGGETT.,2015,wilson john,"Wilson, John  A","Wilson, John  A"
,99,0.37200000000000005,613,3,Mr. MICHEL.,1985,director charl z,"Speaker, Director  Charles Z","Speaker, Director  Charles Z"
,93,0.304,1120,3,Mr. PRICE of Texas.,1974,thej stlll n thlrd grade,to  theJ' were stlll 1n the thlrd grade,to  theJ' were stlll 1n the thlrd grade
House,94,-0.098,23,19,Mr. CASEY.,1975,offic major minor leader offic major minor leader provid effect juli major minor lead er may appoint fix compensa tion execut secretari not ex ceed per annum lieu per annum cleric assist not ex ceed per annum lieu per annum," (7) OFFICES OF THE MAJORITY AND  MINORITY LEADERS  For offices of the Majority and Minority  Leaders, $239,000: Provided, That, effective  July 1, 1975, the Majority and Minority Lead ers may each appoint and fix the compensa tion of an executive secretary at not to ex ceed $24,160 per annum in lieu of $20,838 per  annum and a clerical assistant at not to ex ceed $20,838 per annum in lieu o! $17,818  per annum"," (7) OFFICES OF THE MAJORITY AND  MINORITY LEADERS  For offices of the Majority and Minority  Leaders, $239,000: Provided, That, effective  July 1, 1975, the Majority and Minority Lead ers may each appoint and fix the compensa tion of an executive secretary at not to ex ceed $24,160 per annum in lieu of $20,838 per  annum and a clerical assistant at not to ex ceed $20,838 per annum in lieu o! $17,818  per annum"
,96,-0.387,484,18,Mr. CRANSTON.,1979,question valid percept argument review past unit state soviet encount consider possibl futur en counter,"But I question the  validity  of  this perception  argument,  both  from  a  review  of  past United  States-Soviet  encounters  and  from  a  consideration  of  possible  future  en counters","But I question the  validity  of  this perception  argument,  both  from  a  review  of  past United  States-Soviet  encounters  and  from  a  consideration  of  possible  future  en counters"
House,105,0.23199999999999998,844,15,Mr. WELDON of Pennsylvania.,1998,today excess,From 1996 until today  they have in excess of 100,From 1996 until today  they have in excess of 100
,113,-0.395,127,2013-02-14,Mr. THOMPSON of California.,2013,jefferson award nation award given serv commun nation local level monsignor brenkl done past three decad," The Jefferson Award  is a national award  given to those serving the community at a national  and  local  level,  which Monsignor  Brenkle has done for the past three decades"," The Jefferson Award  is a national award  given to those serving the community at a national  and  local  level,  which Monsignor  Brenkle has done for the past three decades"
House,99,-0.45799999999999996,714,7,Mr. DIXON.,1985,learn pain experi vietnam american expansion not bring peac end undeclar war nicaragua,We should have  learned from our painful experiences  in Vietnam-American  expansionism  will not bring peace or an end to the  undeclared war in Nicaragua,We should have  learned from our painful experiences  in Vietnam-American  expansionism  will not bring peace or an end to the  undeclared war in Nicaragua
House,105,-0.382,106,13,Ms. ESHOO.,1997,control,It is out of control,It is out of control
Senate,101,-0.326,662,7,Mr. ROCKEFELLER.,1990,state commun immun," No State, no community is  immune "," No State, no community is  immune "
,95,0.325,1312,30,Mr. YOUNG of Florida.,1977,stood ar lington cemeteri veter an one world greatest fight machin gave good g ask gen,"We stood in Ar lington Cemetery and there were 1,500 veter ans of one of the world's greatest fighting  machines and who gave a good g ____ ,"" asks  Gen","We stood in Ar lington Cemetery and there were 1,500 veter ans of one of the world's greatest fighting  machines and who gave a good g ____ ,"" asks  Gen"
Senate,96,0.262,990,3,Mr. WARNER.,1979,reason mister," It is for these reasons, Mister Chairman"," It is for these reasons, Mister Chairman"
House,110,-0.382,54,2007-01-17,Ms. ESHOO.,2007,lower barrier cut interest rate half next five year undergradu student subsid student loan,"5 will lower these barriers, cutting interest rates in half over the next five years for  undergraduate students with subsidized student  loans","5 will lower these barriers, cutting interest rates in half over the next five years for  undergraduate students with subsidized student  loans"
House,95,-0.38299999999999995,329,13,Mr. 'WRIGHT.,1978,earn measur faith, So they have earned a measure of our  faith, So they have earned a measure of our  faith
,103,-0.379,326,13,Mr. HOYER.,1994,pepco employ year," [PePCo]  where he was employed  for 40 years,  from  1937-77"," [PePCo]  where he was employed  for 40 years,  from  1937-77"
House,105,-0.513,1242,7,Mrs. MINK of Hawaii.,1997,inexcus rate two time five time four time greater undercount white ameri can,"It is inexcusable that these  rates were two times, five times and four times  greater than  the undercount for white Ameri cans","It is inexcusable that these  rates were two times, five times and four times  greater than  the undercount for white Ameri cans"
House,102,-0.133,795,1,Mr. GLICKMAN.,1992,want keep way,He wants to keep it the  same way,He wants to keep it the  same way
House,115,-0.47100000000000003,8,2017-11-06,Mr. TAKANO.,2017,want acknowledg work subcommitte disabl assist memori affair mike bostand rank member elizabeth esti effort protect veteran,I want to  also acknowledge the work of the Subcommittee  on Disability Assistance  and Memorial Affairs Chairman MIKE  BOSTand Ranking Member ELIZABETH  ESTY for their efforts to protect veterans,I want to  also acknowledge the work of the Subcommittee  on Disability Assistance  and Memorial Affairs Chairman MIKE  BOSTand Ranking Member ELIZABETH  ESTY for their efforts to protect veterans
House,114,-0.47200000000000003,2,2016-02-02,Ms. ADAMS.,2016,walberg ask given permiss address hous minut,WALBERG asked and was given  permission to address the House for 1  minute.)  ,WALBERG asked and was given  permission to address the House for 1  minute.)  
,102,-0.552,1419,1,Mrs. COLLINS of Illinois.,1992,instead agre ment simpli identifi target japan said would work toward," Instead,  the agree ment simply identified targets that Japan said  it would work toward"," Instead,  the agree ment simply identified targets that Japan said  it would work toward"
,96,0.177,859,2,Mr. ROYER.,1980,role ico,role in the ICO,role in the ICO
House,109,0.10300000000000001,85,2006-07-25,Mr. BOEHLERT.,2006,truli great american,They are truly great Americans,They are truly great Americans
House,109,0.591,73,2005-03-10,Mr. CONAWAY.,2005,b well nonsens," b1645  Well, that is nonsense"," b1645  Well, that is nonsense"
Senate,100,0.34600000000000003,1423,20,Mr. MURKOWSKI.,1987,corpor manag nativ land throughout state alaska present prohibit sale nativ stock corpor," The corporations manage Native land  throughout the State of Alaska, and  presently prohibit the sale of Native  stock in those corporations until 1991"," The corporations manage Native land  throughout the State of Alaska, and  presently prohibit the sale of Native  stock in those corporations until 1991"
,96,0.621,444,3,Mr. HANSEN.,1979,power counti hospit, The Power County Hospital has a, The Power County Hospital has a
House,101,0.46399999999999997,1055,3,Mr. BALLENGER.,1989,not new bill fact legisla tion approv committe last congress,"This is not a  new bill, in fact, it is the same legisla tion approved by the committee in the  la.st Congress","This is not a  new bill, in fact, it is the same legisla tion approved by the committee in the  la.st Congress"
,106,-0.386,37,2000-04-03,Mrs. MALONEY of New York.,2000,accuraci critic censu use apport seat congress draw legisl district within state distribut billion feder fund,"Accuracy is critical because the census is used to apportion seats in Congress, draw legislative districts within the states and distribute more than $185 billion in federal funds","Accuracy is critical because the census is used to apportion seats in Congress, draw legislative districts within the states and distribute more than $185 billion in federal funds"
House,107,-0.386,30,2002-03-12,Mrs. MALONEY of New York.,2002,would major accomplish agenc,That would be a major accomplishment for any agency,That would be a major accomplishment for any agency
,109,0.129,106,2005-01-06,Mr. SHAYS.,2005,today padron cigar continu commit qualiti consist approach lengthi process manufactur cigar," Today, Padron Cigars continues their commitment to quality through their consistent approach  to  the  lengthy process of manufacturing cigars"," Today, Padron Cigars continues their commitment to quality through their consistent approach  to  the  lengthy process of manufacturing cigars"
Senate,106,-0.318,220,1999-07-22,Mr. WYDEN.,1999,first doj must prove bia motiv,"First,  DoJ must prove bias was the motive","First,  DoJ must prove bias was the motive"
,96,0.49200000000000005,1315,3,Mr. SOLOMON.,1979,noth certainli written book fate peopl shall free much liberti worth much man liberti worth care america everyth result liberti," ""Nothing is more certainly written in the  book of fate than that this people shall be  free."" How much is my liberty worth? How  much  is any man's liberty worth?  I  care  about America because everything that I do  or will do is a result of liberty"," ""Nothing is more certainly written in the  book of fate than that this people shall be  free."" How much is my liberty worth? How  much  is any man's liberty worth?  I  care  about America because everything that I do  or will do is a result of liberty"
,96,0.34600000000000003,900,18,Mr. LEE.,1979,school wash hand hed hed sever brush law,"The  schools had washed their hands of him, and  he'd he.d several brushes with the law","The  schools had washed their hands of him, and  he'd he.d several brushes with the law"
House,107,0.596,43,2002-04-25,Mr. CANNON.,2002,yield back time,"Chairman, I yield back my time","Chairman, I yield back my time"
Senate,104,-0.319,927,3,Mr. INOUYE.,1995,assum post chief ex ecut offic board,He assumed the posts of chief ex ecutive officer and chairman of  the  board  in 1980,He assumed the posts of chief ex ecutive officer and chairman of  the  board  in 1980
,103,0.242,1518,7,Mr. BATEMAN.,1994,gordon sullivan previous vi ite soldier,Gordon Sullivan had all previously vis ited our soldiers,Gordon Sullivan had all previously vis ited our soldiers
